Id;Author;Title;Publisher;Year;Pages;Storage;Notes;CottageNumber
2672;Островский А.;"Расстрел ""Белого дома"". Черный Октябрь 1993 года. 2 изд., доп. и исправ.";М.;2014;640;10;;
2673;Катасонов В.Ю.;"Капитализм. История и идеология ""денежной цивилизации"".";М.;2013;1072;44;;
2674;Анцелиович Л.Л.;"Гений ""Фокке-Вульфа"". Великий Курт Танк.";М.;2013;288;44;;
2675;Латса А.;Мифы о России. От Грозного до Путина.;М.;2013;320;44;;
2676;Хухтхаузен П.А., Шелтон-Дюпле А.;Военно-морской шпионаж. История противостояния.;М.;2013;432;44;ил.;
2677;Dan Brown;Inferno;Bantan Press;2013;480;44;;
2678;Фрай М.;Дебют в Ехо. Повесть.;Спб.;2013;320;44;;
2679;Фрай М.;Жертвы обстоятельств. Повесть.;Спб.;2013;382;44;;
2680;Фрай М.;Путешествие в Кеттари. Повесть.;Спб.;2013;256;44;;
2681;Фрай М.;Махагонские Лисы. Повесть.;Спб.;2013;256;44;;
2682;Штеменко С.М.;Генеральный штаб в годы войны. Кн. 1.;М.;1985;448;44;20 л. ил.;
2683;Фрай М.;Корабль из Арвароха и другие неприятности.;Спб.;2013;316;44;;
2684;Пропп В.Я.;Исторические корни волшебной сказки.;М.;2013;334;44;;
2685;Пропп В.Я.;Русские аграрные праздники. Опыт историко-этнографического исследования.;М.;2009;176;44;;
2686;Ардашев А.Н., Федосеев С.Л.;"Снайперская энциклопедия. ""Стреляй редко, но метко!""";М.;2013;704;45;;
2687;Бернстайн У.Дж.;Великолепный обмен: история мировой торговли.;М.;2014;512;2;;
2688;Фрай М.;Простые волшебные вещи. Повесть.;Спб.;2013;288;44;;
2689;Фрай М.;Темные вассалы Гленке Тавала. Повесть.;Спб.;2013;286;44;;
2690;Фрай М.;Дорот - повелитель Манухов. Повесть.;Спб.;2013;288;44;;
2691;Фрай М.;Зеленые воды Ишмы. Повесть.;Спб.;2013;256;44;;
2692;Фрай М.;Сладкие грезы Гравви.Повесть.;Спб.;2013;320;44;;
2693;Большаков В.В.;"Красная Хазария и Гитлер. Кто ""крышевал"" сионистов?";М.;2013;352;44;;
2694;Телицын В.Л.;Секретный Черчилль. Британские спецслужбы в войнах ХХ века.;М.;2013;256;44;;
2695;Сабручев М.;Крест против Коловрата - тысячелетняя война.;М.;2013;256;2;;
2696;Телицын В.Л.;Русское иго, или Нашествие ушкуйников на Золотую Орду.;М.;2013;256;44;;
2697;Клесов А.А.;"Происхождение славян. ДНК-генеалогия против ""норманнской теории"".";М.;2013;512;2;;
2698;Ретцель Б.;Гид по стилю для мужчин.;М.;2013;240;44;ил.;
2699;Арешидзе Л.Г., Крупянко М.И., Крупянко И.М.;Современный японский этикет: разнообразие в гармонии.;М.;2013;264;44;;
2700;Платонов О.А.;Разрушение Русского царства.;М.;2012;912;44;;
2701;Рыбаков Б.А.;Киевская Русь и русские княжества XII - XIII вв. Происхождение Руси и становление её государственности.;М.;2013;624;44;8 п. цв. вкл.;
2702;Платонов О.А. сост., отв. ред.;Русская община.;М.;2013;1376;44;;
2703;Платонов О.А. сост., отв. ред.;Русская артель.;М.;2013;672;44;;
2704;Иванов А.В.;Горнозаводская цивилизация.;М.;2014;288;44;ил.;
2705;Семенов В.И.;Расплата: в 2-х томах. Т. 1.;Спб.;2008;448;44;ил.;
2706;Семенов В.И.;Расплата: в 2-х томах. Т. 2.;Спб.;2009;386;45;ил.;
2707;Андреев П.Х.;Я был похоронен заживо. Записки дивизионного разведчика.;М.;2013;384;44;;
2708;Доу Дж. Ф.;История работорговли. Странствия невольничьих кораблей в Атлантике./ Пер. с англ.;М.;2013;384;44;;
2709;Федорченко С.;Народ на войне.;Спб.;2014;448;45;;
2710;Цыркун С.А.;"Секретная предыстория 1937 года. Сталин против ""красных олигархов"".";М.;2014;320;10;;
2711;Личутин В.В.;Размышления о русском народе.;М.;2013;576;2;;
2712;Гальковский Н.М.;Борьба христианства с остатками язычества в Древней Руси.;М.;2013;576;2;;
2713;Куликов А.С.;Все Кавказкие войны России. Самая полная энциклопедия.;М.;2013;608;45;;
2714;Мурасаки Сикибу;Повесть о Гэндзи.;М.;2013;1488;44;;
2715;Эккель Б.;Философия Java. Библиотека программиста. 4-е изд.;Спб.;2014;640;44;ил.;
2716;Китайгородский А.И.;Порядок  и беспорядок в мире атомов.;М.;1966;168;44;илл.;
2717;Барков С.А., Ронжина Н.М.;Качественный анализ (для нехимических вузов).;М.;1957;202;44;;
2718;Яглом А. М., Яглом И.М.;Неэлементарные задачи в элементарном изложении.;М.;1954;544;44;;
2719;Клячко Ю.А., Шапиро С.А.;Курс химического качественного анализа.;М.;;704;44;;
2720;Ходаков Ю.В.;Общая и неорганическая химия. Пособие для учителей. Изд. 2-е.;М.;1959;736;44;;
2721;Пилипенко А.Т., Починок В.Я.,Середа И.П., Шевченко Ф.Д.;Справочник по химии для поступающих в вузы.;Киев;1971;408;44;;
2722;Реми Г.;Курс неорганической химии. Том  1.;М.;1972;824;44;;
2723;Реми Г.;Курс неорганической химии. Том 2.;М.;1974;776;44;;
2724;Несмеянов А.Н., Несмеянов Н.А.;Начала органической химии. Книга первая.;М.;1969;664;44;;
2725;;Детская энциклопедия. Том 7. Из истории человеческого общества.;М.;1961;680;44;;
2726;Берн Э.;"Игры, в которые играют люди: Психология человеческих взаимоотношений; Люди, которые играют в игры: Психология человеческой судьбы.Пер. с англ.";М.;2002;480;44;ил.;
2727;Головнев В.И.;Азбука пчеловода: Попул. энцикл.;Мн.;1998;416;44;ил.;
2728;Бурышкин П.А.;История российского купечества.;М.;2013;640;44;;
2729;Кондрашов В.В.;История отечественной военной разведки: Документы и факты. - 3-е изд.;М.;2014;664;41;;
